"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"Wind River TRUEFRENCH DVDRIP 2017";"63";"6";"700.39MB";"21/01/2020";"Films";"Policier,Thriller";"Cory Lambert est pisteur dans la réserve indienne de Wind River, perdue dans l’immensité sauvage du Wyoming. Lorsqu’il découvre le corps d’une femme en pleine nature, le FBI envoie une jeune recrue élucider ce meurtre. Fortement lié à la communauté amérindienne, il va l’aider à mener l’enquête dans ce milieu hostile, ravagé par la violence et l’isolement, où la loi des hommes s’estompe face à celle impitoyable de la nature…"
"Victor et Célia FRENCH WEBRIP 2019";"57";"9";"702.31MB";"21/01/2020";"Films";"Comédie";"Victor, coiffeur, la trentaine, travaille dans une grande franchise. Il décide de monter son salon de coiffure et propose à Célia, une ex perdue de vue, de le suivre dans son aventure. Elle accepte de s’associer à condition que cela reste strictement professionnel. Bien vite, au milieu des paperasses, des charges, des réglementations et de tous les obstacles liés à la création d’une petite entreprise, les troubles amoureux resurgissent du passé et entraînent les deux jeunes associés dans une spirale sentimentale échevelée…"
"Victor et Célia FRENCH WEBRIP 1080p 2019";"50";"6";"3.56GB";"21/01/2020";"Films";"Comédie";"Victor, coiffeur, la trentaine, travaille dans une grande franchise. Il décide de monter son salon de coiffure et propose à Célia, une ex perdue de vue, de le suivre dans son aventure. Elle accepte de s’associer à condition que cela reste strictement professionnel. Bien vite, au milieu des paperasses, des charges, des réglementations et de tous les obstacles liés à la création d’une petite entreprise, les troubles amoureux resurgissent du passé et entraînent les deux jeunes associés dans une spirale sentimentale échevelée… "
"Men In Black: International VOSTFR DVDRIP 2019";"69";"9";"972.95MB";"21/01/2020";"Films";"Sciencefiction";"Les Men In Black ont toujours protégé la Terre de la vermine de l’univers. Dans cette nouvelle aventure, ils s’attaquent à la menace la plus importante qu’ils aient rencontrée à ce jour : une taupe au sein de l’organisation Men In Black."
"Steel Country FRENCH DVDRIP 2019";"187";"12";"696.59MB";"21/01/2020";"Films";"Policier,Thriller";"Quand un jeune garçon est retrouvé mort dans une ville isolée de l'ouest de la Pennsylvanie, un éboueur, Donald, prend sur lui de jouer au détective. Il se lance dans une enquête obsessionnelle, déterminé à prouver que le garçon a été assassiné sans se douter des lourdes conséquences de ses recherches."
"Mais vous êtes fous FRENCH WEBRIP 2019";"79";"15";"693.04MB";"21/01/2020";"Films";"Drame";"Roman aime Camille, autant qu'il aime ses deux filles. Mais il cache à tous un grave problème d'addiction, qui pourrait mettre en péril ce qu'il a de plus cher. L'amour a-t-il une chance quand la confiance est rompue?"
"La Maison biscornue TRUEFRENCH WEBRIP 2019";"288";"44";"1.35GB";"21/01/2020";"Films";"Policier,Thriller";"Richissime homme d’affaire, Aristide Leonides trouve la mort chez lui d’une façon suspecte. Sa petite-fille, Sofia, fait alors appel au détective privé Charles Hayward - qui fut son fiancé par le passé - afin de mener l’enquête, avant que la police ne s’immisce dans les affaires de la famille. Arrivé au château des Leonides, Hayward est vite décontenancé par l’ambiance qui y règne."
"Falling Inn Love FRENCH WEBRIP 2019";"158";"15";"694.55MB";"21/01/2020";"Films";"Romance";"Gabriela, une citadine, participe au concours \"Win An Inn\". Elle se retrouve propriétaire d'une maison en ruine qu'il faut réparer. La jeune femme doit collaborer avec le charmant mais détestable entrepreneur local. Le partenariat professionnel va petit à petit se transformer en un début d'histoire d'amour..."
"The Dead Don't Die VOSTFR WEBRIP 2019";"56";"20";"1.44GB";"21/01/2020";"Films";"Epouvante-horreur";"Dans la sereine petite ville de Centerville, quelque chose cloche. La lune est omniprésente dans le ciel, la lumière du jour se manifeste à des horaires imprévisibles et les animaux commencent à avoir des comportements inhabituels. Personne ne sait vraiment pourquoi. Les nouvelles sont effrayantes et les scientifiques sont inquiets..."
"At Eternity's Gate TRUEFRENCH DVDRIP 2019";"68";"22";"692.48MB";"21/01/2020";"Films";"Biopic";"Un voyage dans l’esprit et l’univers d’un homme qui, malgré le scepticisme, le ridicule et la maladie, a créé l’une des œuvres les plus incroyables et admirées au monde. Sans être une biographie officielle, le film s'inspire des lettres de Vincent van Gogh, d'événements de sa vie, de rumeurs et de moments réels ou purement imaginaires. "
"Stephen King's Doctor Sleep FRENCH WEBRIP 2020";"1525";"149";"1.37GB";"21/01/2020";"Films";"Policier,Thriller";"Encore profondément marqué par le traumatisme qu'il a vécu, enfant, à l'Overlook Hotel, Dan Torrance a dû se battre pour tenter de trouver un semblant de sérénité. Mais quand il rencontre Abra, courageuse adolescente aux dons extrasensoriels, ses vieux démons resurgissent. Car la jeune fille, consciente que Dan a les mêmes pouvoirs qu'elle, a besoin de son aide : elle cherche à lutter contre la redoutable Rose Claque et sa tribu du Nœud Vrai qui se nourrissent des dons d'innocents comme elle pour conquérir l'immortalité. Formant une alliance inattendue, Dan et Abra s'engagent dans un combat sans merci contre Rose. Face à l'innocence de la jeune fille et à sa manière d'accepter son don, Dan n'a d'autre choix que de mobiliser ses propres pouvoirs, même s'il doit affronter ses peurs et réveiller les fantômes du passé…"
"Monster Island TRUEFRENCH WEBRIP 2020";"893";"109";"697.22MB";"21/01/2020";"Films";"Action,Aventure";"Un Kaiju géant menace faire d'énorme dégats. Mais alors que les différentes puissance mondiales tentent de le stopper, d'autres monstres géants apparaissent."
"Interview avec Dieu FRENCH DVDRIP 2020";"1192";"118";"695.33MB";"20/01/2020";"Films";"Drame";"Rentré d’un reportage en Afghanistan, Paul Asher a du mal à surmonter les séquelles de cette expérience. Son mariage est en perdition et sa foi est mise à l’épreuve, lorsqu’il se voit proposer une interview avec un homme qui prétend être Dieu. Si vous pouviez interroger Dieu, quelles questions lui poseriez-vous ?"
"Les Tuche 3 FRENCH HDLight 1080p 2017";"177";"34";"2.25GB";"20/01/2020";"Films";"Comédie";"Jeff Tuche, se réjouit de l’arrivée du TGV dans son cher village. Malheureusement, le train à grande vitesse ne fait que passer, sans s’arrêter à Bouzolles. Déçu, il tente de joindre le président de la République pour que son village ne reste pas isolé du reste du territoire. Sans réponse de l’Élysée, Jeff ne voit plus qu’une seule solution pour se faire entendre : se présenter à l’élection présidentielle... Profitant de circonstances politiques imprévisibles, Jeff Tuche et toute sa famille vont s’installer à l’Élysée pour une mission à haut risque : gouverner la France."
"Les Tuche 2 - Le rêve américain FRENCH HDLight 1080p 2015";"96";"30";"3.08GB";"20/01/2020";"Films";"Comédie";"À l’occasion de l’anniversaire de « coin-coin », le benjamin de la fratrie, la famille Tuche part le retrouver aux États-Unis : les choses ne vont pas se passer comme prévu, mais alors pas du tout."
"Les Tuche FRENCH HDLight 1080p 2010";"90";"26";"1.93GB";"20/01/2020";"Films";"Comédie";"A Bouzolles, tout le monde connaît la famille Tuche. Jeff, Cathy et leurs trois enfants vivent du système D. Respectueuse de la philosophie Tuche, « l’homme n’est pas fait pour travailler », toute la famille s’emploie à être heureuse malgré le cruel manque de revenus. Leurs vies étaient toutes tracées. Ils seraient toujours pauvres, mais heureux. Mais un bouleversement va mettre en péril ce fragile équilibre. Les Tuche vont devenir riches, très riches. 100 millions d’euros gagnés à « L’Euroloterie » vont tout changer. Quitte à changer de vie, autant changer de lieu. Quoi de plus logique pour les Tuche que d’aller vivre à Monaco, là où Cathy a toujours rêvé d’habiter. Ils devront se faire accepter, s’intégrer dans leur nouvelle patrie, changer leurs habitudes sans changer leurs sentiments. La partie n’est pas gagnée pour cette famille qui a comme adage « Tuche pour un, Un pour Tuche »."
"Lucky Luke, les Dalton en cavale FRENCH WEBRIP 1983";"199";"27";"1015.93MB";"20/01/2020";"Films";"Animation";"Les infatiguables Dalton ont pris de nouveau la fille de l'air. Ils passent la frontiere U.S. pour distancer Lucky Luke dont ils n'apprecient guere la compagnie."
"No Escape TRUEFRENCH HDLight 1080p 2015";"144";"26";"2.8GB";"20/01/2020";"Films";"Action,Aventure";"Jack, un homme d’affaires américain, s’expatrie en Asie du sud-est avec sa famille pour mener une vie de rêve dans un décor paradisiaque. Fraîchement débarqués, leur projet tourne court. Un coup d’état éclate dans le pays et la tête des expatriés se retrouve mise à prix. Aidés par un mercenaire britannique, Jack et les siens n'ont qu'une solution: fuir."
"Trading Paint FRENCH DVDRIP 2019";"224";"12";"695.71MB";"20/01/2020";"Films";"Action,Aventure";"Un conducteur de voitures de course chevronné ainsi que son fils doivent apprendre à surmonter leurs conflits familiaux et professionnels, mettre de coté leurs égos et le ressentiment afin de gagner la course de leurs vies et en ressortir grandi."
"Blade (Trilogie) FRENCH HDLight 1080p 1998-2004";"209";"138";"9.65GB";"20/01/2020";"Films";"Fantastique";"Mi-homme mi-vampire, possédant toutes les qualités des goules et aucune de leur faiblesse, capable de vivre en plein jour, Blade traque sans pitié les suceurs de sang. Aidé de Whistler, son mentor et armurier, il est le cauchemar de la Nation Secrète des Vampires, dont les membres infiltrent toutes les couches de la société. L'un d'eux, Deacon Frost, avide de pouvoir, souhaite asservir le monde et la race humaine en invoquant le Dieu du sang. Un seul homme peut se mettre en travers de son chemin : Blade..."
"Blade: Trinity FRENCH HDLight 1080p 2004";"172";"44";"3.29GB";"20/01/2020";"Films";"Fantastique";"A l'aide d'une manipulation d'image aussi géniale que machiavélique, les vampires ont réussi à piéger Blade : sur un document vidéo, on le découvre en train de massacrer... un humain. Pour le FBI, Blade devient l'ennemi à capturer.Pourchassé par les hommes et condamné par les vampires, Blade va devoir se battre sur tous les fronts. Les vampires, qui multiplient les alliances secrètes avec des humains renégats, sont sur le point d'utiliser son propre ADN pour ressusciter celui qui, il y a bien longtemps, fut le premier et le plus puissant d'entre eux.Entre course contre la montre et les pièges qui se multiplient, l'affrontement est total. Cette fois, Blade aussi va devoir montrer les crocs..."
"Blade 2 FRENCH HDLight 1080p 2002";"136";"57";"3.14GB";"20/01/2020";"Films";"Fantastique";"Blade, un être mi-homme mi-vampire, s'est juré d'exterminer jusqu'au dernier ces créatures assoiffées de sang qui ont tué sa mère et l'ont contaminé. Epaulé par Whistler, son mentor, il est bientôt rejoint par Scud, un informaticien fidèle à sa cause depuis que Blade l'a sauvé des crocs des vampires. Face à eux, un groupe de vampires d'élite connu sous le nom de Bloodpack. Dirigée par la jeune Nyssa, une experte en arts martiaux, cette équipe s'entraîne dans un seul but : tuer Blade.Mais les priorités changent. Une nouvelle menace vient de faire son apparition sous les traits de Jared Nomak. Ce dernier est l'hôte d'un virus hautement contagieux et mortel pour l'homme et les vampires. Les deux races vont devoir unir leurs forces pour éliminer Jarek et les Reapers, une nouvelle espèce de créatures qu'il a engendrée."
"Blade FRENCH HDLight 1080p 1998";"154";"74";"3.23GB";"20/01/2020";"Films";"Fantastique";"Depuis des milliers d'années, les vampires vivent parmi nous. A leur tête, Deacon Frost, prêt à tout pour conquérir le monde. Rien ni personne ne soupçonne leur funeste dessein, excepté Blade. Guerrier, mi-homme mi-immortel, capable de vivre en plein jour et de les traquer en pleine nuit, il possède toute leurs forces et aucune de leurs faiblesses..."
"Astérix le Gaulois FRENCH DVDRIP 1967";"190";"49";"1GB";"20/01/2020";"Films";"Animation";"En 50 avant Jésus-Christ, la Gaule est occupée par les Romains. Vercingétorix a déposé les armes aux pieds de César mais un petit village gaulois résiste à l'envahisseur. Dans ce petit bourg unique, le druide Panoramix est le créateur d'une potion magique dont il fait bénéficier ses habitants et parmi eux Astérix, le guerrier et son comparse Obélix, le livreur de menhirs."
"Astérix Chez Les Bretons FRENCH DVDRIP 1986";"215";"47";"702.29MB";"20/01/2020";"Films";"Animation";"Les Romains ont volé un peu de la célèbre potion magique de Panoramix. Astérix et Obélix vont tout faire pour récupérer ce bien précieux."
"Les Douze Travaux d'Astérix FRENCH DVDRIP 1976";"221";"47";"706.85MB";"20/01/2020";"Films";"Animation";"L'Empereur César ne supporte plus que le petit village gaulois résiste encore et toujours. Il propose alors un défi à Astérix, Obélix et tous leurs amis : s'ils remportent les douze épreuves qu'il leur soumet, il ne les attaquera plus."
"Lucky Luke La Ballade des Dalton FRENCH DVDRIP 1978";"217";"40";"700.01MB";"20/01/2020";"Films";"Animation";"Les Dalton prennent la poudre d'escampette pour toucher l'heritage de feu Tonton Dalton. Une seule condition: assassiner le jury qui a condamne le respectable vieil homme."
"Lucky Luke (Daisy Town) FRENCH DVDRIP 1971";"208";"46";"700.19MB";"20/01/2020";"Films";"Animation";"Une nouvelle aventure de Luke, l'homme qui tire plus vite que son ombre et des Dalton, les quatre frères qui se tirent encore plus vite de prison."
"La Grande Classe FRENCH WEBRIP 2019";"121";"15";"696.39MB";"20/01/2020";"Films";"Comédie";"Deux meilleurs amis d’enfance (et anciens souffre-douleurs de leur école) décident de retourner dans leur ville natale pour participer à une soirée d’anciens du collège avec un but secret."
"Curious George: Royal Monkey FRENCH WEBRIP 2019";"83";"11";"703.19MB";"19/01/2020";"Films";"Animation";"Après avoir interrompu une réunion avec une famille royale étouffante, George échange accidentellement des places avec le singe prétentieux du roi, Philippe. Tandis que Philippe intrigue Ted avec ses manières impeccables, George se rend au château où ses singeries amusantes et amusantes lèvent les sourcils et font sortir la timide princesse Isabel de sa coquille. "
"The Dead Don't Die FRENCH DVDRIP 2019";"401";"37";"703.63MB";"19/01/2020";"Films";"Epouvante-horreur";"Dans la sereine petite ville de Centerville, quelque chose cloche. La lune est omniprésente dans le ciel, la lumière du jour se manifeste à des horaires imprévisibles et les animaux commencent à avoir des comportements inhabituels. Personne ne sait vraiment pourquoi. Les nouvelles sont effrayantes et les scientifiques sont inquiets..."
"Travis Scott : Look Mom I Can Fly VOSTFR WEBRIP 1080p 2019";"50";"19";"3.83GB";"19/01/2020";"Films";"Documentaire";"Ce documentaire nous fait découvrir un Travis Scott intime, conciliant controverse, paternité et réussite pendant la confection d'Astroworld, nommé aux Grammy Awards."
"Raoul Taburin FRENCH DVDRIP 2019";"152";"19";"694.36MB";"19/01/2020";"Films";"Comédie";"Raoul Taburin, c’est l’histoire d’un petit garçon devenu grand sans savoir faire du vélo. L’histoire d’un immense malentendu vécu comme une malédiction. Un imposteur malgré lui."
"Share FRENCH WEBRIP 2019";"157";"7";"690.94MB";"19/01/2020";"Films";"Drame";"Après avoir découvert une vidéo d'une soirée dont elle ne se souvient pas, Mandy, 16 ans, doit comprendre ce qui lui est arrivé avant que la situation ne dégénère."
"L'Adieu à la nuit FRENCH WEBRIP 2019";"106";"15";"695.43MB";"19/01/2020";"Films";"Drame";"Muriel est folle de joie de voir Alex, son petit-fils, qui vient passer quelques jours chez elle avant de partir vivre au Canada.  Intriguée par son comportement, elle découvre bientôt qu’il lui a menti. Alex se prépare à une autre vie. Muriel, bouleversée, doit réagir très vite…"
"Meltem FRENCH WEBRIP 2019";"57";"9";"696.49MB";"19/01/2020";"Films";"Drame";"Un an après la mort de sa mère, Elena, jeune Française d'origine grecque, retourne dans sa maison de vacances sur l’île de Lesbos. Elle est accompagnée de ses amis Nassim et Sekou, deux jeunes banlieusards plus habitués aux bancs de la cité qu’aux plages paradisiaques. Mais les vacances sont perturbées par la rencontre avec Elyas, jeune Syrien réfugié depuis peu sur l’île, qui fait basculer le destin d’Elena et de ses amis."
"Terminator: Dark Fate VOSTFR DVDRIP 2020";"675";"95";"1.89GB";"19/01/2020";"Films";"Action,Aventure";"De nos jours à Mexico. Dani Ramos, 21 ans, travaille sur une chaîne de montage dans une usine automobile. Celle-ci voit sa vie bouleversée quand elle se retrouve soudainement confrontée à 2 inconnus : d'un côté Gabriel, une machine Terminator des plus évoluées, indestructible et protéiforme, un « Rev-9 », venue du futur pour la tuer ; de l'autre Grace, un super-soldat génétiquement augmenté, envoyée pour la protéger."
